year,month,lon_grid,lat_grid,value [ng/L]
2001,2,-87,42,17.415
2001,2,-86,42,7.0600000000000005
2001,2,-85,42,1.04
2001,2,-85,43,2.83
2001,2,-84,41,0.5
2001,2,-84,42,5.72
2001,2,-84,43,12.5
2001,3,-87,43,3.345
2001,3,-87,45,0.98
2001,3,-86,43,1.9
2001,3,-84,43,1.5
2001,3,-84,44,6.34
2001,3,-84,45,0.87
2001,3,-83,42,2.78
2001,4,-84,42,6.13
2001,11,-86,41,7.22
2002,3,136,35,8.7
2002,3,139,35,12.7
2002,8,117,36,0.8
2002,8,118,24,2.7
2002,9,-78,43,6.6
2002,11,123,41,6.65
2002,11,124,41,2.2
2003,3,129,33,0.94
2003,3,130,32,0.57
2003,3,130,33,1.2349999999999999
2003,3,131,33,0.45
2003,3,131,34,0.69
2003,3,132,33,0.4
2003,3,132,34,0.535
2003,3,132,35,25.1
2003,3,133,33,1.3199999999999998
2003,3,133,34,0.87
2003,3,133,35,0.55
2003,3,134,34,0.67
2003,3,135,34,14.22
2003,3,136,35,3.88
2003,3,137,34,1.3699999999999999
2003,3,137,35,0.46
2003,3,138,34,0.57
2003,3,138,35,1.42
2003,3,138,36,2.745
2003,3,138,37,4.02
2003,3,139,35,3.04
2003,3,139,36,4.1450000000000005
2003,3,139,37,0.87
2003,3,139,38,2.82
2003,3,139,39,1.77
2003,3,140,36,0.33
2003,3,140,37,0.45
2003,3,140,38,0.9
2003,3,140,39,1.4
2003,3,140,40,0.6
2003,3,141,38,3.27
2003,3,141,39,1.15
2003,3,141,40,2.63
2003,3,144,43,1.9
2003,4,135,34,8.3
2003,4,135,35,1.5
2003,4,141,42,0.31
2003,5,135,34,7.2
2003,6,141,42,0.16
2003,8,-95,74,35.4
2003,8,-94,75,1.2
2003,8,-84,41,38.5
2003,8,-83,41,33.0
2003,8,-82,42,32.0
2003,8,-80,42,21.5
2003,8,-80,43,63.5
2003,8,-79,43,36.25
2003,8,-78,43,85.5
2003,9,10,61,0.43
2003,9,11,61,0.44
2003,9,12,55,0.72
2003,9,24,60,11.28
2003,10,105,29,1.55
2003,10,106,29,0.2
2003,10,106,30,0.2
2003,10,106,31,0.2
2003,10,107,29,8.4
2003,10,107,30,7.95
2003,10,108,30,10.15
2003,10,109,30,10.3
2003,10,109,31,5.1
2003,10,110,30,12.2
2003,10,110,31,1.9
2003,10,111,30,1.7
2003,10,113,29,6.6
2003,10,113,30,25.5
2003,10,114,30,3.4000000000000004
2003,10,141,42,0.16
2003,12,141,42,0.64
2004,6,-84,42,1.92
2004,6,-80,43,5.669
2004,6,-79,43,4.913
2004,6,121,43,2.4
2004,6,126,37,43.415000000000006
2004,6,126,42,0.4
2004,7,-80,42,3.0
2004,7,-80,43,3.85
2004,7,-79,42,4.25
2004,7,-79,43,3.5500000000000003
2004,7,-78,42,1.6
2004,7,-78,43,4.9
2004,7,-77,42,1.6
2004,7,-77,43,4.9
2004,7,-76,43,3.5
2004,7,-75,42,6.4
2004,7,-75,43,6.4
2004,7,-74,41,1.7
2004,7,-74,42,1.7
2004,7,-74,43,1.7
2004,7,-74,44,2.7
2004,9,-80,43,6.8
2004,9,79,6,4.5
2004,9,79,7,0.835
2004,9,80,7,2.45
2004,10,16,50,1.1
2004,10,16,51,7.3
2004,10,18,50,6.06
2004,10,19,50,152.5
2004,10,20,49,4.8
2004,10,21,50,2.22
2004,10,22,50,7.9
2004,11,-83,43,2.9
2004,11,-80,42,4.2
2004,11,-80,43,5.4
2004,11,18,53,0.8
2004,11,18,54,2.645
2004,11,106,29,0.26
2004,11,111,30,0.5
2004,11,112,22,1.0
2004,11,113,22,3.025
2004,11,113,23,25.0
2004,11,118,31,0.375
2004,11,118,32,0.335
2004,11,119,32,0.36
2004,11,120,31,0.655
2004,11,121,31,7.375
2004,11,135,34,24.0
2005,1,9,53,7.929
2005,1,110,29,0.6
2005,2,18,59,1.8685
2005,2,135,34,8.7
2005,3,135,34,38.0
2005,3,135,35,4.7
2005,5,-93,46,0.292
2005,5,-90,47,0.124
2005,5,-88,47,0.111
2005,5,-87,47,0.456
2005,5,-87,48,0.291
2005,5,-85,46,1.2
2005,5,-84,46,1.2
2005,5,-83,46,1.25
2005,6,-123,48,0.135
2005,6,-123,49,0.08
2005,6,-123,50,0.1
2005,6,-121,49,0.172
2005,6,-120,49,1.514
2005,6,-112,49,1.319
2005,6,-111,49,0.286
2005,6,-111,51,1.235
2005,6,-109,52,1.216
2005,6,-108,51,0.116
2005,6,-108,52,1.937
2005,6,-107,51,0.578
2005,6,-103,50,0.086
2005,6,-101,50,0.73
2005,6,-100,49,0.335
2005,6,-98,50,1.4045
2005,6,-95,49,0.584
2005,6,-90,47,0.124
2005,6,-89,49,0.4145
2005,6,-87,48,0.342
2005,6,-85,47,0.002
2005,6,-83,41,1.035
2005,6,-83,42,5.279
2005,6,-82,42,1.509
2005,6,-81,42,0.278
2005,6,-80,42,4.959
2005,6,9,54,0.349
2005,7,-95,74,37.5
2005,8,-95,74,44.0
2005,8,-92,47,0.25
2005,8,-90,47,0.345
2005,8,-89,47,0.229
2005,8,-89,49,0.827
2005,8,-88,48,0.271
2005,8,-87,47,0.19825
2005,8,-87,48,0.293
2005,8,-86,47,0.362
2005,8,-85,46,0.237
2005,8,-85,47,0.342
2005,8,-10,53,7.929
2005,8,-9,53,3.642
2005,8,-4,51,1.944
2005,8,-4,56,0.139
2005,8,-2,50,0.432
2005,8,-2,51,0.298
2005,8,1,49,0.239
2005,8,2,50,0.117
2005,8,5,48,0.103
2005,8,6,49,0.154
2005,8,8,53,3.642
2005,8,9,53,7.929
2005,8,110,29,0.4
2005,8,117,35,1.1
2005,9,-92,47,0.362
2005,9,-90,47,0.701
2005,9,-89,47,0.28300000000000003
2005,9,-88,48,0.3
2005,9,-87,47,0.10300000000000001
2005,9,-87,48,0.309
2005,9,-86,46,0.3
2005,9,-86,47,0.414
2005,9,-85,46,0.414
2005,9,-83,41,0.996
2005,9,-80,42,0.972
2005,9,-80,43,4.8
2005,10,-90,47,0.254
2005,10,-89,47,0.051
2005,10,-88,48,0.028
2005,10,-87,47,0.11549999999999999
2005,10,-83,46,3.6
2005,11,133,34,2.7
2005,11,134,34,0.72
2005,11,135,34,56.0
2005,11,137,34,17.0
2005,11,139,35,1.0
2005,11,139,38,0.75
2005,11,140,40,6.9
2005,11,141,38,7.5
2005,11,143,44,1.2
2005,12,131,31,3.0
2005,12,135,34,25.0
2005,12,139,35,143.0
2005,12,140,36,1.2
2006,2,8,45,3.1
2006,3,-85,34,71.65
2006,3,-82,31,2.6
2006,3,8,45,8.0
2006,4,-80,35,34.9
2006,4,-79,34,30.0
2006,4,-79,35,53.349999999999994
2006,4,6,50,5.0
2006,4,6,51,6.0
2006,4,7,47,8.0
2006,4,7,48,17.0
2006,4,7,49,6.0
2006,4,7,50,5.0
2006,4,7,51,13.0
2006,4,8,45,16.0
2006,4,8,47,5.0
2006,4,8,48,4.0
2006,4,8,49,7.0
2006,4,8,50,12.0
2006,4,8,51,340.5
2006,5,-1,51,150.0
2006,5,15,78,0.29
2006,5,16,78,0.2871
2006,6,-88,41,0.901
2006,6,-88,42,0.48
2006,6,-88,45,0.524
2006,6,-87,44,0.326
2006,6,-75,45,0.767
2006,6,-73,45,2.158
2006,6,-73,46,4.35
2006,6,-72,47,0.356
2006,6,-71,46,7.819
2006,6,-64,46,0.9470000000000001
2006,6,-63,46,0.696
2006,6,8,47,72.0
2006,6,9,45,26.0
2006,6,11,44,12.0
2006,7,8,51,1540.0
2006,7,78,41,0.1
2006,7,81,41,0.4
2006,7,92,45,0.3
2006,8,-77,43,7.7
2006,8,-77,44,7.3
2006,8,7,51,48.0
2006,8,8,51,41.0
2006,8,110,29,0.9
2006,8,111,40,0.3
2006,9,8,51,137.0
2006,9,8,52,35.5
2006,9,9,51,29.0
2006,9,11,44,10.0
2006,10,0,50,14500.0
2006,10,6,51,360.0
2006,10,7,51,42.5
2006,10,8,51,210.0
2006,10,9,45,24.0
2006,10,11,44,7.0
2006,10,121,38,0.17
2006,10,121,39,0.17
2006,10,122,39,0.15
2006,11,-94,44,105.0
2006,11,-93,44,23.1
2006,11,-77,43,7.1
2006,11,-77,44,6.3
2006,11,6,50,150.0
2006,11,6,51,19.0
2006,11,6,52,25.0
2006,11,7,50,17.0
2006,11,7,51,47.0
2006,11,8,51,280.0
2006,12,-4,50,110.0
2006,12,-3,51,270.0
2006,12,6,51,410.0
2006,12,7,51,46.0
2006,12,8,45,8.0
2006,12,8,51,50.0
2006,12,9,45,27.0
2006,12,34,-1,0.56
2007,1,6,51,13.0
2007,1,7,50,11.0
2007,1,7,51,14.0
2007,1,8,49,5.55
2007,1,8,51,64.0
2007,1,8,53,2.28
2007,1,9,48,10.875
2007,1,9,49,7.65
2007,1,9,53,6.34
2007,1,11,48,1.190553
2007,1,13,48,0.852845
2007,1,14,48,0.861952
2007,1,15,48,0.794107
2007,1,16,48,1.132574
2007,2,-80,42,1.427
2007,2,-3,53,458.0
2007,2,0,41,2.0300000000000002
2007,2,1,41,5.88
2007,2,6,51,14.5
2007,2,7,45,3.0
2007,2,7,50,11.0
2007,2,7,51,31.0
2007,2,7,52,66.0
2007,2,8,45,1.5
2007,2,8,49,7.15
2007,2,8,51,60.0
2007,2,9,45,7.0
2007,2,9,48,28.1
2007,2,9,49,12.0
2007,3,0,50,533.0
2007,3,6,51,241.5
2007,3,7,51,22.0
2007,3,8,44,2.0
2007,3,8,45,7.75
2007,3,8,49,4.300000000000001
2007,3,8,51,265.0
2007,3,9,45,16.5
2007,3,9,48,6.7
2007,3,9,49,9.5
2007,3,10,45,6.75
2007,4,-94,44,23.1
2007,4,-84,41,1.35
2007,4,-84,42,1.6
2007,4,-83,41,1.85
2007,4,-83,42,1.1
2007,4,-82,42,2.3499999999999996
2007,4,-81,42,2.3
2007,4,-80,42,3.15
2007,4,-79,42,2.4
2007,4,-2,50,147.0
2007,4,7,51,16.0
2007,4,8,49,6.775
2007,4,8,51,233.25
2007,4,9,48,5.3500000000000005
2007,4,9,49,5.0
2007,5,3,51,72.5
2007,5,4,51,50.2
2007,5,6,51,19.0
2007,5,7,50,12.0
2007,5,7,51,22.5
2007,5,8,49,23.5
2007,5,8,51,78.5
2007,5,9,48,7.9
2007,5,9,49,74.0
2007,5,9,53,1.9
2007,5,10,53,1.63
2007,5,115,40,0.245
2007,5,117,38,1.55
2007,5,117,39,1.5699999999999998
2007,6,-114,50,0.072
2007,6,-112,51,5.078
2007,6,-111,52,2.969
2007,6,-109,49,0.33
2007,6,-108,50,1.931
2007,6,-106,50,0.099
2007,6,-80,43,2.229
2007,6,6,51,22.0
2007,6,7,50,23.0
2007,6,7,51,21.0
2007,6,8,49,6.85
2007,6,8,51,99.0
2007,6,8,53,1.4
2007,6,9,48,5.1
2007,6,9,49,12.0
2007,6,9,53,1.8
2007,7,-76,82,0.0165
2007,7,6,51,14.0
2007,7,7,50,15.0
2007,7,7,51,32.5
2007,7,8,49,4.4
2007,7,8,51,61.0
2007,7,9,48,4.15
2007,7,9,49,8.5
2007,8,-94,44,7.59
2007,8,-85,45,1.176
2007,8,-84,41,1.6
2007,8,-84,42,1.8
2007,8,-84,43,1.13
2007,8,-83,41,2.05
2007,8,-83,42,1.3
2007,8,-83,43,0.507
2007,8,-83,45,0.379
2007,8,-83,46,0.693
2007,8,-82,42,2.3
2007,8,-82,43,0.2
2007,8,-81,42,2.9
2007,8,-81,43,0.57
2007,8,-81,44,1.192
2007,8,-81,45,1.077
2007,8,-80,42,3.05
2007,8,-80,43,5.9
2007,8,-79,42,2.7
2007,8,6,51,21.0
2007,8,7,50,15.0
2007,8,7,51,22.0
2007,8,8,49,5.9
2007,8,8,51,202.5
2007,8,8,53,2.25
2007,8,9,48,12.2959596916315
2007,8,9,49,1.6
2007,8,9,53,7.050000000000001
2007,8,10,53,7.215
2007,8,11,48,9.07646181157982
2007,8,12,48,7.3834491874156
2007,8,13,48,4.2
2007,8,14,48,9.68194072009282
2007,8,15,48,6.64838965082472
2007,8,16,48,14.6011841170739
2007,9,6,51,15.5
2007,9,7,50,11.5
2007,9,7,51,12.0
2007,9,8,49,8.65
2007,9,8,51,64.5
2007,9,9,48,35.1
2007,9,9,49,11.0
2007,10,-1,51,18.0
2007,10,6,51,387.0
2007,10,7,50,78.0
2007,10,7,51,79.0
2007,10,8,49,7.7
2007,10,8,51,114.75
2007,10,8,53,3.12
2007,10,9,48,10.15
2007,10,9,49,13.0
2007,10,9,53,6.056
2007,11,6,51,15.0
2007,11,7,50,14.0
2007,11,7,51,14.0
2007,11,8,49,9.3
2007,11,8,50,9.0
2007,11,8,51,92.25
2007,11,8,52,32.5
2007,11,9,48,10.45
2007,11,9,49,8.5
2007,11,10,48,5.0
2007,11,10,49,2.0
2007,11,11,48,5.0
2007,11,11,49,33.0
2007,11,12,48,3.0
2007,11,12,49,2.0
2007,11,13,48,3.0
2007,12,-80,43,8.9
2007,12,6,50,33.5
2007,12,6,51,83.0
2007,12,7,51,15.5
2007,12,8,49,5.1
2007,12,8,51,115.0
2007,12,9,48,5.15
2007,12,9,49,6.9
2008,1,-82,42,7.305
2008,1,-74,45,1.15239130434783
2008,1,-72,46,2.95944444444444
2008,1,-9,42,6.0
2008,1,-7,53,3.0
2008,1,-5,55,6.0
2008,1,-3,51,120.0
2008,1,-3,53,7.0
2008,1,-2,53,7.0
2008,1,-2,54,5.0
2008,1,0,41,4.0
2008,1,2,41,264.5
2008,1,2,48,97.0
2008,1,3,50,41.0
2008,1,3,51,86.5
2008,1,4,45,33.5
2008,1,4,46,5.0
2008,1,4,50,49.0
2008,1,4,51,110.0
2008,1,5,45,15.0
2008,1,5,50,10.0
2008,1,6,49,14.0
2008,1,6,51,14.25
2008,1,7,47,28.0
2008,1,7,48,32.0
2008,1,7,50,12.5
2008,1,7,51,16.0
2008,1,8,47,28.5
2008,1,8,49,12.8
2008,1,8,50,17.0
2008,1,8,51,66.25
2008,1,9,48,3.925
2008,1,9,49,5.75
2008,1,9,51,4.0
2008,1,9,52,8.0
2008,1,9,56,1.0
2008,1,10,53,19.0
2008,1,10,59,21.0
2008,1,11,48,2.0
2008,1,11,51,9.0
2008,1,11,57,4.0
2008,1,12,41,7.0
2008,1,12,51,12.0
2008,1,12,52,9.0
2008,1,12,57,3.0
2008,1,14,35,1.0
2008,1,14,36,21.0
2008,1,14,46,2.5
2008,1,14,48,2.0
2008,1,14,50,43.0
2008,1,14,52,5.0
2008,1,14,53,4.0
2008,1,15,45,4.0
2008,1,15,46,2.0
2008,1,15,50,19.0
2008,1,16,48,6.0
2008,1,16,49,4.0
2008,1,16,57,1.0
2008,1,16,58,12.0
2008,1,17,47,9.0
2008,1,17,59,12.5
2008,1,17,60,4.0
2008,1,18,45,6.0
2008,1,18,46,41.0
2008,1,18,49,6.0
2008,1,19,47,33.0
2008,1,20,46,3.0
2008,1,20,52,5.0
2008,1,21,47,5.0
2008,1,21,61,3.0
2008,1,23,42,2.0
2008,1,23,46,2.5
2008,1,23,47,1.0
2008,1,23,54,1.0
2008,1,24,60,53.0
2008,1,26,58,1.0
2008,1,28,59,1.0
2008,1,30,40,4.0
2008,1,32,34,1.0
2008,1,32,35,56.0
2008,1,90,29,0.017
2008,1,90,30,0.044
2008,1,91,29,0.0315
2008,1,101,29,0.011
2008,1,101,36,0.58
2008,1,104,30,0.915
2008,2,6,51,14.5
2008,2,7,50,11.5
2008,2,7,51,25.0
2008,2,8,49,7.5
2008,2,8,51,79.5
2008,2,9,48,6.725
2008,2,9,49,14.0
2008,3,-93,44,4.69
2008,3,-92,43,9.44
2008,3,-92,44,8.135
2008,3,-91,38,3.94
2008,3,-91,41,12.93
2008,3,-90,40,7.03
2008,3,-89,41,15.2
2008,3,-88,41,17.6
2008,3,-80,43,6.01
2008,3,6,51,12.0
2008,3,7,50,10.0
2008,3,7,51,20.0
2008,3,8,49,7.95
2008,3,8,50,5.0
2008,3,8,51,72.0
2008,3,9,48,4.75
2008,3,9,49,4.8
2008,3,10,48,3.0
2008,3,10,49,6.0
2008,3,11,48,3.0
2008,3,11,49,34.0
2008,3,11,50,1.0
2008,3,12,48,4.5
2008,3,13,48,2.0
2008,4,-97,42,1.68
2008,4,-96,41,1.65
2008,4,-95,37,4.05
2008,4,-95,39,9.11
2008,4,-94,45,1.35
2008,4,-93,46,58.2
2008,4,-93,47,124.0
2008,4,-92,40,1.83
2008,4,-92,43,2.34
2008,4,-92,44,1.71
2008,4,-91,38,2.51
2008,4,-91,41,6.93
2008,4,-90,40,4.6450000000000005
2008,4,-89,41,19.5
2008,4,-88,41,27.4
2008,4,-80,43,5.1375
2008,4,-79,43,4.3375
2008,4,-77,44,4.97
2008,4,6,51,37.0
2008,4,7,50,12.0
2008,4,7,51,29.5
2008,4,8,49,8.05
2008,4,8,51,60.5
2008,4,9,48,3.8
2008,4,9,49,7.0
2008,4,82,25,0.363
2008,4,110,34,0.15
2008,4,110,35,0.16
2008,4,110,38,0.12
2008,4,111,35,5.7
2008,4,111,37,2.3
2008,4,126,36,6.32
2008,4,126,37,103.0
2008,5,-97,45,5.16
2008,5,-96,44,2.41
2008,5,-94,44,1.92
2008,5,-93,44,3.4400000000000004
2008,5,-92,39,2.98
2008,5,-92,40,2.03
2008,5,-92,41,4.63
2008,5,-92,43,4.07
2008,5,-92,44,1.98
2008,5,-91,38,2.7649999999999997
2008,5,-91,39,3.33
2008,5,-91,40,5.24
2008,5,-91,41,2.9749999999999996
2008,5,-91,42,3.37
2008,5,-90,37,2.04
2008,5,-90,40,5.07
2008,5,-90,41,6.5600000000000005
2008,5,-89,41,10.58
2008,5,-88,41,50.8
2008,5,-76,82,0.0165
2008,5,6,50,159.5
2008,5,6,51,23.5
2008,5,7,51,28.0
2008,5,8,49,17.35
2008,5,8,51,56.0
2008,5,9,48,7.2
2008,5,9,49,11.0
2008,5,10,48,2.0
2008,5,100,13,2.0
2008,5,117,38,1.55
2008,5,117,39,1.5699999999999998
2008,5,119,39,1.9
2008,5,119,40,4.6
2008,5,120,40,3.7
2008,5,121,40,6.7
2008,5,121,41,4.5
2008,5,122,39,4.0
2008,5,122,40,11.45
2008,5,123,39,9.2
2008,5,124,40,12.0
2008,5,126,34,25.165
2008,5,126,36,33.35
2008,6,-124,47,0.28
2008,6,-97,55,0.733
2008,6,-95,56,0.641
2008,6,-94,56,0.6295
2008,6,6,50,137.0
2008,6,6,51,14.0
2008,6,7,50,16.0
2008,6,7,51,25.0
2008,6,8,49,10.3
2008,6,8,50,5.0
2008,6,8,51,66.5
2008,6,9,48,9.175
2008,6,9,49,10.5
2008,6,10,49,4.0
2008,6,11,48,4.0
2008,6,11,49,11.5
2008,6,12,47,2.0
2008,6,12,48,3.0
2008,6,13,48,2.5
2008,6,16,48,21.0
2008,6,100,13,1.44
2008,7,-93,47,296.0
2008,7,-86,34,148.0
2008,7,-85,34,297.0
2008,7,6,50,710.0
2008,7,6,51,13.0
2008,7,7,50,13.0
2008,7,7,51,42.0
2008,7,8,49,13.4
2008,7,8,50,10.0
2008,7,8,51,71.0
2008,7,8,52,68.0
2008,7,9,48,10.125
2008,7,9,49,17.0
2008,7,10,48,5.0
2008,7,10,49,9.0
2008,7,11,48,2.0
2008,7,11,49,39.0
2008,7,12,48,3.0
2008,7,13,48,6.0
2008,8,-118,47,6.54
2008,8,-97,45,5.19
2008,8,-95,44,4.22
2008,8,-95,46,245.0
2008,8,-94,44,7.39
2008,8,-94,45,11.200000000000001
2008,8,-94,46,3.48
2008,8,-93,44,27.45
2008,8,-92,43,10.5
2008,8,-92,44,10.18
2008,8,-76,82,0.048999999999999995
2008,8,-44,-23,0.465
2008,8,-42,-22,0.665
2008,8,6,50,160.0
2008,8,6,51,16.0
2008,8,7,50,13.0
2008,8,7,51,55.0
2008,8,8,49,11.9
2008,8,8,51,87.0
2008,8,9,48,6.8
2008,8,9,49,24.0
2008,8,100,13,3.1
2008,8,103,1,7.279999999999999
2008,8,115,38,0.21000000000000002
2008,8,116,38,0.54
2008,9,-118,46,1.74
2008,9,-118,47,0.23
2008,9,-80,44,0.9
2008,9,3,51,3.32
2008,9,4,51,4.33
2008,9,4,52,12.4
2008,9,5,51,4.2
2008,9,5,52,4.12
2008,9,6,50,217.5
2008,9,6,51,7.365
2008,9,6,52,3.32
2008,9,7,50,11.5
2008,9,7,51,81.0
2008,9,8,49,10.25
2008,9,8,51,54.25
2008,9,9,45,3.5
2008,9,9,48,9.0
2008,9,9,49,12.0
2008,10,-118,46,6.36
2008,10,-118,47,5.425
2008,10,6,50,14.0875
2008,10,6,51,8.64
2008,10,7,47,3.51
2008,10,7,48,4.12
2008,10,7,50,9.74
2008,10,7,51,11.195
2008,10,8,47,2.025
2008,10,8,49,8.2625
2008,10,8,50,5.16
2008,10,8,51,43.0
2008,10,9,47,1.7
2008,10,9,48,7.7
2008,10,9,49,14.0
2008,11,-123,47,6.1
2008,11,6,50,110.0
2008,11,6,51,15.5
2008,11,7,50,12.5
2008,11,7,51,21.0
2008,11,8,49,10.0
2008,11,8,51,95.0
2008,11,9,48,3.5
2008,11,9,49,6.3
2008,12,-123,47,3.125
2008,12,6,51,12.0
2008,12,7,50,11.25
2008,12,7,51,20.0
2008,12,8,49,9.7
2008,12,8,51,73.5
2008,12,9,48,5.050000000000001
2008,12,9,49,6.7
2008,12,117,38,4.63
2008,12,117,39,5.14
2008,12,135,34,3.3
2009,1,-94,44,12.5
2009,1,6,50,12.0
2009,1,7,51,19.0
2009,1,8,49,6.15
2009,1,8,51,80.5
2009,1,9,48,2.7
2009,1,9,49,6.25
2009,1,10,48,8.0
2009,1,11,48,8.0
2009,1,12,48,8.0
2009,1,13,48,8.0
2009,1,14,48,8.0
2009,1,15,48,8.0
2009,1,16,48,8.0
2009,1,17,47,9.5
2009,1,17,48,8.0
2009,1,17,49,11.0
2009,1,18,44,11.0
2009,1,18,45,11.0
2009,1,18,46,9.5
2009,1,18,47,11.0
2009,1,19,44,11.0
2009,1,19,45,8.0
2009,1,19,47,11.0
2009,1,20,44,9.5
2009,1,20,45,11.0
2009,1,20,46,11.0
2009,1,21,43,11.0
2009,1,21,44,9.5
2009,1,22,43,8.0
2009,1,22,44,8.0
2009,1,23,42,11.0
2009,1,23,48,11.0
2009,1,24,43,11.0
2009,1,24,45,11.0
2009,1,25,43,8.0
2009,1,26,42,11.0
2009,1,26,43,11.0
2009,1,26,44,9.5
2009,1,27,47,11.0
2009,1,28,45,9.5
2009,1,29,45,8.0
2009,1,120,24,4996.5
2009,1,121,24,7229.0
2009,2,6,50,90.5
2009,2,6,51,17.5
2009,2,7,50,14.0
2009,2,7,51,18.0
2009,2,8,49,12.0
2009,2,8,51,66.5
2009,2,9,48,2.35
2009,2,9,49,7.8
2009,3,6,50,87.0
2009,3,6,51,11.0
2009,3,7,51,35.0
2009,3,8,47,9.1415
2009,3,8,49,4.55
2009,3,8,51,44.5
2009,3,9,47,1.792
2009,3,9,48,1.6
2009,3,9,49,3.8
2009,3,103,1,28.0
2009,4,-1,39,5.505
2009,4,6,51,13.0
2009,4,6,52,49.0
2009,4,7,51,41.0
2009,4,7,52,11.0
2009,4,8,49,8.3
2009,4,8,50,22.0
2009,4,8,51,59.0
2009,4,8,52,20.0
2009,4,9,48,3.55
2009,4,9,49,6.7
2009,4,138,35,0.11
2009,4,139,35,7.75
2009,4,139,36,0.6799999999999999
2009,4,140,35,2.225
2009,5,6,50,66.5
2009,5,6,51,21.5
2009,5,7,50,30.5
2009,5,7,51,43.0
2009,5,8,49,9.15
2009,5,8,51,47.5
2009,5,9,48,3.35
2009,5,9,49,5.0
2009,5,101,2,1.5750000000000002
2009,5,101,3,4.705
2009,6,-123,37,5.975
2009,6,0,40,1.09
2009,6,2,41,8.415000000000001
2009,6,2,51,4.75
2009,6,3,42,1.41
2009,6,3,51,5.2
2009,6,4,51,38.9
2009,6,6,51,24.5
2009,6,7,46,0.873
2009,6,7,47,14.850249999999999
2009,6,7,50,14.0
2009,6,7,51,21.5
2009,6,8,46,0.11225
2009,6,8,47,10.6925
2009,6,8,49,10.45
2009,6,8,51,51.75
2009,6,9,47,3.7165
2009,6,9,48,2.125
2009,6,9,49,5.6
2009,7,6,51,16.0
2009,7,7,50,15.0
2009,7,7,51,53.0
2009,7,7,52,26.0
2009,7,8,49,11.55
2009,7,8,50,13.0
2009,7,8,51,70.25
2009,7,8,52,14.0
2009,7,9,48,5.324999999999999
2009,7,9,49,9.7
2009,8,-3,47,12.0
2009,8,-2,46,10.5
2009,8,-2,47,11.0
2009,8,-2,48,12.0
2009,8,-1,45,5.0
2009,8,-1,47,6.0
2009,8,-1,49,4.0
2009,8,0,44,5.0
2009,8,0,47,34.0
2009,8,1,43,4.0
2009,8,1,44,4.0
2009,8,1,47,4.0
2009,8,2,47,38.0
2009,8,2,48,7.0
2009,8,2,49,7.0
2009,8,4,43,5.0
2009,8,5,45,4.0
2009,8,6,47,9.0
2009,8,6,48,7.0
2009,8,6,49,7.0
2009,8,6,51,12.0
2009,8,6,52,25.0
2009,8,7,50,11.5
2009,8,7,51,49.0
2009,8,7,52,19.0
2009,8,8,49,8.575
2009,8,8,50,11.0
2009,8,8,51,60.5
2009,8,9,48,2.625
2009,8,9,49,8.3
2009,8,117,37,6.25
2009,8,118,36,2.93
2009,8,135,35,1.3
2009,8,136,35,1.3
2009,9,6,50,77.0
2009,9,6,51,16.0
2009,9,6,52,63.0
2009,9,7,50,11.0
2009,9,7,51,30.25
2009,9,8,46,0.121
2009,9,8,47,7.321
2009,9,8,49,14.5
2009,9,8,51,38.0
2009,9,8,52,23.5
2009,9,9,48,3.7
2009,9,9,49,5.4
2009,9,9,51,16.0
2009,9,118,37,3.04
2009,10,-75,39,158.0
2009,10,-75,40,20.5
2009,10,-75,41,15.0
2009,10,1,43,0.02
2009,10,2,43,0.02
2009,10,3,43,0.06
2009,10,4,43,0.02
2009,10,5,43,0.07
2009,10,6,50,61.0
2009,10,6,51,17.0
2009,10,7,47,10.0
2009,10,7,50,19.0
2009,10,7,51,40.25
2009,10,7,52,26.0
2009,10,8,49,13.0
2009,10,8,51,49.0
2009,10,8,52,26.5
2009,10,9,48,3.725
2009,10,9,49,9.8
2009,10,118,37,13.95
2009,11,1,43,0.02
2009,11,2,43,0.02
2009,11,3,43,0.02
2009,11,4,43,0.05
2009,11,5,43,0.015
2009,11,6,51,16.0
2009,11,6,52,21.0
2009,11,7,50,15.5
2009,11,7,51,22.0
2009,11,8,49,6.15
2009,11,8,51,64.0
2009,11,8,52,21.0
2009,11,9,48,4.8625
2009,11,9,49,8.7
2009,11,120,31,5.75
2009,11,123,41,1.6
2009,12,2,48,17.4
2009,12,6,50,50.0
2009,12,6,51,12.0
2009,12,7,47,16.0
2009,12,7,51,20.0
2009,12,8,49,12.6
2009,12,8,51,78.0
2009,12,9,49,26.0
2009,12,118,37,44.3
2009,12,135,35,1.1
2010,1,-127,49,0.3
2010,1,-126,48,0.8
2010,1,-126,49,0.65
2010,1,-123,47,1.0
2010,1,-123,48,1.7
2010,1,-123,49,7.699375
2010,1,-120,49,4.586346041055715
2010,1,-81,43,3.01708333333333
2010,1,-80,43,1.862375
2010,1,-79,42,2.04465909090909
2010,1,-77,44,4.51578947368421
2010,1,-66,45,5.77574074074074
2010,1,-64,44,2.498
2010,1,-53,47,3.25222222222222
2010,1,6,51,11.0
2010,1,7,51,18.0
2010,1,8,48,7.1
2010,1,8,49,5.699999999999999
2010,1,8,51,115.0
2010,1,9,48,1.85
2010,1,9,49,8.0
2010,1,13,48,2.0
2010,1,103,1,24.25
2010,2,6,51,16.0
2010,2,7,50,10.0
2010,2,7,51,16.0
2010,2,8,44,6.0
2010,2,8,48,12.0
