year,month,lon_grid,lat_grid,value [ng/L]
2019,6,12,45,1.29
2019,6,12,47,0.2
2019,6,12,48,0.9475
2019,6,13,47,0.2
2019,6,13,48,1.7356185000000002
2019,6,15,40,1.13
2019,6,15,41,0.3
2019,6,16,40,2.02
2019,6,28,45,1.65
2019,6,29,45,1.2
2019,6,32,0,1.29
2019,6,34,0,0.14
2019,6,55,-22,2.3
2019,6,101,12,16.89
2019,6,116,-32,1195.0
2019,6,132,-15,45.0
2019,6,144,-38,110.0
2019,6,145,-17,180.0
2019,6,151,-33,680.0
2019,6,166,-16,5.2
2019,7,-115,36,9.3
2019,7,-96,29,4.6687392150468
2019,7,-95,29,2.73486187480543
2019,7,-94,41,9.4
2019,7,-92,41,3.8
2019,7,-91,46,0.525
2019,7,-90,46,0.5800000000000001
2019,7,-88,45,0.475
2019,7,-88,46,0.82
2019,7,-87,41,0.43
2019,7,-87,42,0.44
2019,7,-87,44,0.85
2019,7,-87,45,0.75
2019,7,-86,42,0.71
2019,7,-86,43,0.46
2019,7,-86,44,1.85
2019,7,-86,46,1.3
2019,7,-85,41,0.56
2019,7,-85,42,0.475
2019,7,-85,43,0.44
2019,7,-85,44,0.5
2019,7,-85,45,0.44
2019,7,-85,46,0.43
2019,7,-84,42,1.35
2019,7,-84,43,1.45
2019,7,-84,44,1.125
2019,7,-84,45,0.435
2019,7,-83,42,6.3
2019,7,-83,43,29.0
2019,7,-80,35,15.837132315
2019,7,-80,36,11.38971595
2019,7,-79,34,19.65
2019,7,-71,41,0.5800000000000001
2019,7,-6,50,0.66
2019,7,-5,48,9.0
2019,7,-5,50,0.73
2019,7,-5,51,1.085
2019,7,-5,52,0.165
2019,7,-5,53,0.92
2019,7,-4,48,0.44999999999999996
2019,7,-4,51,2.1
2019,7,-4,52,0.27
2019,7,-4,53,0.25
2019,7,-4,54,1.7000000000000002
2019,7,-3,47,1.65
2019,7,-3,48,0.65
2019,7,-3,51,1.065
2019,7,-3,52,8.1475
2019,7,-3,53,2.4875
2019,7,-3,55,0.11
2019,7,-2,46,1.9
2019,7,-2,47,3.25
2019,7,-2,48,3.9
2019,7,-2,49,2.9
2019,7,-2,51,5.51
2019,7,-2,52,5.09
2019,7,-2,53,6.3774999999999995
2019,7,-2,54,1.67
2019,7,-1,46,2.9
2019,7,-1,47,3.9000000000000004
2019,7,-1,48,1.6
2019,7,-1,49,1.7
2019,7,-1,50,2.29
2019,7,-1,51,6.234999999999999
2019,7,-1,52,3.84
2019,7,-1,53,2.695
2019,7,0,44,1.3
2019,7,0,45,1.5
2019,7,0,46,0.9
2019,7,0,47,4.3
2019,7,0,48,1.6
2019,7,0,49,1.7
2019,7,0,50,1.72
2019,7,0,51,3.5700000000000003
2019,7,0,52,2.77
2019,7,0,53,2.01
2019,7,1,44,1.2
2019,7,1,45,0.4
2019,7,1,46,0.7
2019,7,1,47,1.65
2019,7,1,48,4.6
2019,7,1,49,4.6
2019,7,1,50,34.1
2019,7,1,51,1.605
2019,7,1,52,1.74
2019,7,2,44,2.1
2019,7,2,45,0.4
2019,7,2,46,1.2
2019,7,2,47,1.25
2019,7,2,48,3.75
2019,7,2,49,3.0
2019,7,2,50,5.8549999999999995
2019,7,3,44,2.45
2019,7,3,45,24.099999999999998
2019,7,3,46,2.25
2019,7,3,47,12.0
2019,7,3,48,1.5
2019,7,3,49,2.0
2019,7,3,50,6.78
2019,7,3,51,6.5
2019,7,4,45,2.1
2019,7,4,46,1.55
2019,7,4,47,1.0
2019,7,4,48,2.0
2019,7,4,49,0.5700000000000001
2019,7,4,50,0.8225
2019,7,4,51,2.3
2019,7,5,45,30.0
2019,7,5,47,16.0
2019,7,5,48,2.0
2019,7,5,49,1.0150000000000001
2019,7,5,50,1.08
2019,7,6,47,2.4
2019,7,6,48,3.7
2019,7,6,49,1.75
2019,7,6,50,6.14
2019,7,6,51,6.0
2019,7,7,43,23.2
2019,7,7,47,2.0
2019,7,7,48,1.5125
2019,7,7,49,1.6
2019,7,7,50,8.9
2019,7,7,51,6.0
2019,7,8,44,3.1500000000000004
2019,7,8,47,1.5
2019,7,8,48,3.1500000000000004
2019,7,8,49,2.0
2019,7,8,50,3.5
2019,7,8,51,5.0
2019,7,8,53,0.8
2019,7,9,44,0.47
2019,7,9,47,2.3225
2019,7,9,48,1.7
2019,7,9,49,1.5350000000000001
2019,7,10,43,11.65
2019,7,10,47,1.0
2019,7,10,48,1.7000000000000002
2019,7,10,49,1.1
2019,7,10,50,0.9
2019,7,11,43,1.65
2019,7,11,45,4.1450000000000005
2019,7,11,46,0.7
2019,7,11,47,0.5575000000000001
2019,7,11,48,1.9
2019,7,11,49,1.75
2019,7,11,50,1.75
2019,7,12,42,1.15
2019,7,12,43,0.3
2019,7,12,44,2.03
2019,7,12,45,1.76
2019,7,12,48,0.55
2019,7,12,49,0.4
2019,7,12,50,0.57
2019,7,13,45,0.25
2019,7,13,46,0.35
2019,7,13,48,0.735
2019,7,14,48,0.7309760000000001
2019,7,15,40,0.56
2019,7,15,45,1.5
2019,7,15,48,0.9470535
2019,7,16,40,0.4
2019,7,16,48,2.0056439999999998
2019,7,17,47,3.114586
2019,7,17,48,1.138381
2019,7,18,45,1.6
2019,7,18,46,3.1
2019,7,18,47,1.8479885
2019,7,19,44,1.8
2019,7,19,45,2.8
2019,7,19,47,1.99767375
2019,7,20,44,1.5
2019,7,20,45,1.8
2019,7,20,46,0.6
2019,7,21,43,0.8
2019,7,21,44,3.5
2019,7,22,44,2.3
2019,7,24,43,1.3
2019,7,25,43,0.8500000000000001
2019,7,26,43,0.9
2019,7,91,41,3.75
2019,7,93,41,9.4
2019,7,117,36,1.775
2019,7,117,37,2.98
2019,7,118,36,4.48
2019,7,118,37,3.6799999999999997
2019,7,119,29,0.82
2019,7,119,30,1.6
2019,7,119,37,0.65
2019,7,120,30,2.025
2019,7,146,-20,270.0
2019,7,146,-19,0.0001
2019,7,146,-18,0.0001
2019,7,148,-22,0.0002
2019,7,149,-22,0.0001
2019,7,150,-35,860.0
2019,7,151,-33,1220.0
2019,7,151,-25,0.0004
2019,7,151,-24,0.0003
2019,7,152,-28,0.00015000000000000001
2019,7,152,-26,0.0003
2019,7,152,-25,0.00019999999999999998
2019,7,153,-28,0.0002
2019,7,153,-27,0.0001
2019,8,-123,37,317.0
2019,8,-96,29,5.21624207646728
2019,8,-96,41,3.5
2019,8,-95,29,4.39507830069012
2019,8,-92,41,10.0
2019,8,-85,42,6.6
2019,8,-84,42,0.96
2019,8,-82,29,0.706
2019,8,-80,35,9.0255149425
2019,8,-80,36,12.65521137
2019,8,-79,34,17.049999999999997
2019,8,-74,40,20.0
2019,8,-74,41,29.5
2019,8,-7,41,0.36
2019,8,-6,50,0.63
2019,8,-5,41,0.95
2019,8,-5,48,3.55
2019,8,-5,50,0.75
2019,8,-5,51,0.33999999999999997
2019,8,-5,52,0.175
2019,8,-5,53,0.69
2019,8,-4,42,2.3
2019,8,-4,48,0.7
2019,8,-4,51,0.915
2019,8,-4,52,0.17
2019,8,-4,53,0.225
2019,8,-4,54,1.1949999999999998
2019,8,-3,47,1.2
2019,8,-3,48,0.7
2019,8,-3,51,1.2925
2019,8,-3,52,7.375
2019,8,-3,53,2.115
2019,8,-3,55,0.95
2019,8,-2,46,1.9
2019,8,-2,47,4.15
2019,8,-2,48,3.9
2019,8,-2,49,2.1
2019,8,-2,51,6.91
2019,8,-2,52,3.48
2019,8,-2,53,6.529999999999999
2019,8,-2,54,2.4425
2019,8,-1,46,3.65
2019,8,-1,47,6.4
2019,8,-1,48,1.8
2019,8,-1,49,1.6
2019,8,-1,50,0.107
2019,8,-1,51,5.96
2019,8,-1,52,2.7
2019,8,-1,53,3.99
2019,8,0,44,1.4
2019,8,0,45,0.9
2019,8,0,46,0.7
2019,8,0,47,3.5
2019,8,0,48,1.7
2019,8,0,49,2.0
2019,8,0,50,0.109
2019,8,0,51,2.7089999999999996
2019,8,0,52,3.2
2019,8,0,53,5.095
2019,8,1,44,0.5
2019,8,1,45,0.6
2019,8,1,46,1.4
2019,8,1,47,1.3
2019,8,1,49,2.025
2019,8,1,50,19.6
2019,8,1,51,0.1075
2019,8,1,52,2.78
2019,8,2,44,0.5
2019,8,2,46,7.05
2019,8,2,47,1.0
2019,8,2,48,4.6
2019,8,2,49,3.5
2019,8,2,50,6.09
2019,8,2,51,5.5
2019,8,3,43,22.3
2019,8,3,44,1.95
2019,8,3,45,1.25
2019,8,3,46,2.3
2019,8,3,47,2.0
2019,8,3,48,2.0
2019,8,3,49,7.0
2019,8,3,50,15.73
2019,8,3,51,5.4
2019,8,4,45,2.45
2019,8,4,46,4.6
2019,8,4,48,2.0
2019,8,4,49,0.7675000000000001
2019,8,4,50,1.0
2019,8,4,51,1.95
2019,8,5,43,31.9
2019,8,5,45,23.3
2019,8,5,48,1.4
2019,8,5,49,0.845
2019,8,5,50,1.7574999999999998
2019,8,5,51,1.8
2019,8,6,45,53.5
2019,8,6,47,1.6500000000000001
2019,8,6,48,3.2
2019,8,6,49,1.5
2019,8,6,50,0.78
2019,8,6,51,9.0
2019,8,7,47,3.7
2019,8,7,48,1.925
2019,8,7,49,0.875
2019,8,7,50,9.0
2019,8,7,51,7.0
2019,8,7,52,5.5
2019,8,8,44,4.9
2019,8,8,47,2.5
2019,8,8,48,2.275
2019,8,8,49,2.0
2019,8,8,50,3.2
2019,8,8,53,1.95
2019,8,9,44,2.3
2019,8,9,47,6.0
2019,8,9,48,1.5
2019,8,9,49,3.15
2019,8,9,50,0.68
2019,8,10,43,1.95
2019,8,11,43,0.9
2019,8,11,44,2.28
2019,8,11,45,2.96
2019,8,11,46,0.75
2019,8,11,48,1.4
2019,8,11,49,1.0
2019,8,12,42,2.0
2019,8,12,43,0.6
2019,8,12,44,2.6
2019,8,12,45,17.565
2019,8,12,48,2.05
2019,8,12,49,1.3
2019,8,15,40,2.25
2019,8,16,40,0.365
2019,8,55,-22,2.3
2019,8,91,41,10.0
2019,8,95,41,3.5
2019,8,116,40,2.74
2019,8,146,-20,900.0
2019,8,151,-33,1295.0
2019,9,-91,46,0.51
2019,9,-90,46,0.4925
2019,9,-88,45,0.495
2019,9,-88,46,0.49
2019,9,-87,41,0.51
2019,9,-87,42,0.52
2019,9,-87,44,0.5349999999999999
2019,9,-87,45,0.5
2019,9,-86,42,0.8700000000000001
2019,9,-86,43,0.78
2019,9,-86,44,2.0
2019,9,-86,46,0.49
2019,9,-85,41,0.91
2019,9,-85,42,0.515
2019,9,-85,43,0.775
2019,9,-85,44,0.58
2019,9,-85,45,0.56
2019,9,-85,46,0.71
2019,9,-84,41,2.4
2019,9,-84,42,2.45
2019,9,-84,43,2.05
2019,9,-84,44,0.58
2019,9,-84,45,0.7525
2019,9,-83,42,1.6
2019,9,-83,43,30.5
2019,9,-82,29,0.9844999999999999
2019,9,-81,39,1.5499999999999998
2019,9,-81,40,2.6
2019,9,-81,41,2.4
2019,9,-81,42,1.425
2019,9,-80,35,12.149397347499999
2019,9,-80,36,15.376872550000002
2019,9,-80,39,1.6
2019,9,-80,40,1.45
2019,9,-80,41,5.3
2019,9,-80,42,1.4
2019,9,-79,34,15.4
2019,9,-79,40,3.1
2019,9,-79,41,2.5
2019,9,-78,40,2.25
2019,9,-78,41,1.35
2019,9,-77,39,1.1
2019,9,-77,40,1.95
2019,9,-77,41,1.15
2019,9,-76,39,2.0
2019,9,-76,40,3.2
2019,9,-76,41,1.1
2019,9,-75,40,12.55
2019,9,-75,41,0.8
2019,9,-74,40,11.0
2019,9,-6,50,0.58
2019,9,-5,48,0.7
2019,9,-5,50,0.99
2019,9,-5,51,0.42500000000000004
2019,9,-5,52,0.185
2019,9,-5,53,0.36
2019,9,-4,48,0.4
2019,9,-4,51,0.9950000000000001
2019,9,-4,52,0.13
2019,9,-4,53,0.175
2019,9,-4,54,0.6
2019,9,-3,47,0.9
2019,9,-3,48,0.6
2019,9,-3,51,0.728375
2019,9,-3,52,4.09
2019,9,-3,53,2.19375
2019,9,-3,55,0.12
2019,9,-2,46,4.8
2019,9,-2,47,2.4
2019,9,-2,48,3.55
2019,9,-2,49,1.45
2019,9,-2,51,4.035
2019,9,-2,52,3.86
2019,9,-2,53,4.26
2019,9,-2,54,1.1025
2019,9,-1,46,2.5
2019,9,-1,47,5.65
2019,9,-1,48,1.8
2019,9,-1,49,1.8
2019,9,-1,50,2.245
2019,9,-1,51,6.25
2019,9,-1,52,4.12
2019,9,-1,53,2.7625
2019,9,0,44,0.8
2019,9,0,45,1.1
2019,9,0,46,0.6
2019,9,0,47,2.4
2019,9,0,48,2.5
2019,9,0,49,5.6
2019,9,0,50,1.65
2019,9,0,51,3.46
2019,9,0,52,3.8775
2019,9,0,53,0.9824999999999999
2019,9,1,44,0.6
2019,9,1,45,0.3
2019,9,1,46,1.0
2019,9,1,47,1.6
2019,9,1,48,4.5
2019,9,1,49,5.2
2019,9,1,50,10.3
2019,9,1,51,2.06
2019,9,1,52,2.095
2019,9,2,44,0.7
2019,9,2,45,0.35
2019,9,2,46,18.7
2019,9,2,47,0.75
2019,9,2,48,3.3
2019,9,2,49,6.0
2019,9,2,50,7.24
2019,9,2,51,6.0
2019,9,3,44,1.6
2019,9,3,45,1.2
2019,9,3,46,2.0
2019,9,3,47,6.15
2019,9,3,48,1.0
2019,9,3,49,2.0
2019,9,3,50,7.165000000000001
2019,9,3,51,6.9
2019,9,4,45,2.7
2019,9,4,46,11.0
2019,9,4,48,2.0
2019,9,4,49,1.245
2019,9,4,50,1.5
2019,9,4,51,3.1
2019,9,5,43,25.4
2019,9,5,45,55.0
2019,9,5,46,25.9
2019,9,5,47,19.0
2019,9,5,48,2.0
2019,9,5,49,1.155
2019,9,5,50,1.3775
2019,9,6,45,27.7
2019,9,6,46,2.75
2019,9,6,47,22.9
2019,9,6,48,2.4
2019,9,6,49,3.15
2019,9,6,50,0.58
2019,9,7,43,26.0
2019,9,7,47,2.0
2019,9,7,48,2.65
2019,9,7,49,4.95
2019,9,7,50,6.5
2019,9,7,51,5.4
2019,9,7,52,5.2
2019,9,8,44,2.8
2019,9,8,47,1.0
2019,9,8,48,7.15
2019,9,8,49,2.0
2019,9,8,53,2.3
2019,9,9,44,0.2
2019,9,9,47,4.0
2019,9,9,48,2.0
2019,9,9,49,2.0
2019,9,10,43,3.0
2019,9,10,47,0.57
2019,9,10,48,1.1500000000000001
2019,9,10,49,1.25
2019,9,11,43,0.6
2019,9,11,45,2.9000000000000004
2019,9,11,46,1.55
2019,9,11,48,0.32
2019,9,12,42,1.1
2019,9,12,43,0.9
2019,9,12,44,1.395
2019,9,12,45,1.1175000000000002
2019,9,12,47,0.5
2019,9,12,48,1.2375
2019,9,13,47,0.33
2019,9,15,40,1.025
2019,9,15,41,0.67
2019,9,16,40,0.48
2019,9,113,23,1.92
2019,9,119,31,6.473
2019,9,120,30,6.473
2019,9,120,31,6.473
2019,9,145,-17,1.77505
2019,9,146,-20,44.0
2019,9,146,-19,0.00025
2019,9,146,-18,0.00015000000000000001
2019,9,151,-33,5455.0
2019,9,151,-26,2.6
2019,9,152,-28,0.0002
2019,10,-85,43,1.5750000000000002
2019,10,-84,43,2.225
2019,10,-80,35,12.30909776
2019,10,-80,36,16.824392359999997
2019,10,-79,34,15.2
2019,10,-74,40,9.7
2019,10,-74,41,10.0
2019,10,-6,50,0.9624999999999999
2019,10,-5,48,5.75
2019,10,-5,50,0.615
2019,10,-5,51,0.2
2019,10,-5,52,0.18
2019,10,-5,53,0.36
2019,10,-4,48,0.7
2019,10,-4,51,2.3725
2019,10,-4,52,0.23
2019,10,-4,53,0.3175
2019,10,-4,54,0.21000000000000002
2019,10,-3,47,2.55
2019,10,-3,48,1.5
2019,10,-3,51,0.7925
2019,10,-3,53,0.98
2019,10,-3,55,0.115
2019,10,-2,46,5.7
2019,10,-2,47,8.3
2019,10,-2,48,6.5
2019,10,-2,49,3.55
2019,10,-2,51,4.385
2019,10,-2,52,1.6099999999999999
2019,10,-2,53,4.51
2019,10,-2,54,1.1324999999999998
2019,10,-1,43,350.0
2019,10,-1,45,10.0
2019,10,-1,46,4.6
2019,10,-1,47,17.3
2019,10,-1,48,3.1
2019,10,-1,49,1.5
2019,10,-1,50,2.17
2019,10,-1,51,5.335
2019,10,-1,52,2.96
2019,10,-1,53,2.0125
2019,10,0,43,20.0
2019,10,0,44,2.0
2019,10,0,45,3.8
2019,10,0,46,3.3
2019,10,0,47,5.6
2019,10,0,48,1.8
2019,10,0,49,1.8
2019,10,0,50,0.8615
2019,10,0,51,3.185
2019,10,0,52,2.79
2019,10,0,53,2.86
2019,10,1,44,1.1
2019,10,1,45,0.8
2019,10,1,46,2.8
2019,10,1,47,3.9
2019,10,1,48,6.0
2019,10,1,49,2.3
2019,10,1,50,10.5
2019,10,1,51,2.63
2019,10,1,52,2.035
2019,10,2,44,1.8
2019,10,2,46,7.55
2019,10,2,47,2.0
2019,10,2,48,8.0
2019,10,2,49,2.55
2019,10,2,50,5.9399999999999995
2019,10,2,51,6.9
2019,10,3,43,31.8
2019,10,3,44,3.25
2019,10,3,45,1.3
2019,10,3,46,3.2
2019,10,3,47,2.15
2019,10,3,48,2.0
2019,10,3,49,8.0
2019,10,3,50,6.43
2019,10,3,51,6.3999999999999995
2019,10,4,45,1.4
2019,10,4,46,7.6
2019,10,4,48,2.5
2019,10,4,49,1.105
2019,10,4,50,2.0
2019,10,4,51,3.6
2019,10,5,43,22.8
2019,10,5,48,4.5
2019,10,5,49,1.42
2019,10,5,50,0.855
2019,10,6,45,20.5
2019,10,6,47,1.7
2019,10,6,48,4.15
2019,10,6,49,4.6
2019,10,6,51,6.0
2019,10,7,43,26.9
2019,10,7,47,7.95
2019,10,7,48,5.0
2019,10,7,49,2.7
2019,10,7,51,6.5
2019,10,7,52,5.6
2019,10,8,44,3.75
2019,10,8,47,1.5
2019,10,8,48,4.65
2019,10,8,49,2.0
2019,10,8,50,5.2
2019,10,8,51,15.3
2019,10,8,53,2.3499999999999996
2019,10,9,44,3.6
2019,10,9,47,3.0
2019,10,9,48,1.5
2019,10,9,49,2.85
2019,10,10,43,2.4
2019,10,10,48,1.475
2019,10,10,49,2.5
2019,10,10,50,2.7
2019,10,11,43,3.5
2019,10,11,44,1.67
2019,10,11,45,2.94
2019,10,11,46,0.5
2019,10,11,48,4.75
2019,10,11,49,0.41
2019,10,12,42,0.6
2019,10,12,43,0.5
2019,10,12,44,2.74
2019,10,12,45,1.4649999999999999
2019,10,12,48,0.5825
2019,10,12,49,0.75
2019,10,13,45,0.2
2019,10,13,46,0.1
2019,10,13,48,0.6599999999999999
2019,10,15,40,0.62
2019,10,16,40,0.66
2019,10,116,-32,300.0
2019,10,132,-15,70.0
2019,10,146,-20,836.5
2019,10,151,-33,1110.0
2019,11,-92,42,5.5
2019,11,-91,46,0.52
2019,11,-90,46,0.525
2019,11,-88,45,0.6225
2019,11,-88,46,0.51
2019,11,-87,41,0.48
2019,11,-87,42,0.49
2019,11,-87,44,0.48
2019,11,-87,45,0.675
2019,11,-86,42,0.49
2019,11,-86,43,0.5
2019,11,-86,44,0.51
2019,11,-86,46,0.49
2019,11,-85,41,0.49
2019,11,-85,42,0.5574999999999999
2019,11,-85,43,0.6375
2019,11,-85,44,0.51
2019,11,-85,45,0.5
2019,11,-85,46,0.5
2019,11,-84,42,1.65
2019,11,-84,43,2.7
2019,11,-84,44,0.49
2019,11,-84,45,0.49
2019,11,-83,38,1.6
2019,11,-83,42,1.425
2019,11,-83,43,4.6
2019,11,-82,38,1.6
2019,11,-82,39,3.4
2019,11,-81,39,1.2
2019,11,-80,35,7.455758802
2019,11,-80,36,9.20184257
2019,11,-79,34,15.0
2019,11,-7,41,0.53
2019,11,-6,50,0.69
2019,11,-5,41,0.46
2019,11,-5,48,3.85
2019,11,-5,50,1.93
2019,11,-5,51,0.16
2019,11,-5,52,0.13
2019,11,-5,53,0.315
2019,11,-4,42,0.44
2019,11,-4,48,0.9
2019,11,-4,51,2.38
2019,11,-4,52,0.465
2019,11,-4,53,1.1
2019,11,-4,54,0.1725
2019,11,-3,47,0.7
2019,11,-3,48,1.0
2019,11,-3,51,7.891249999999999
2019,11,-3,53,2.1225
2019,11,-2,46,3.3
2019,11,-2,47,1.95
2019,11,-2,48,5.2
2019,11,-2,49,2.3
2019,11,-2,51,4.550000000000001
2019,11,-2,52,0.885
2019,11,-2,53,1.705
2019,11,-1,44,91.0
2019,11,-1,46,1.85
2019,11,-1,47,4.6
2019,11,-1,48,1.5
2019,11,-1,49,3.3
2019,11,-1,50,1.375
2019,11,-1,51,7.555
2019,11,-1,52,2.575
2019,11,-1,53,2.3899999999999997
2019,11,0,44,0.6
2019,11,0,46,0.8
2019,11,0,47,1.9
2019,11,0,48,2.0
2019,11,0,49,2.1
2019,11,0,50,0.4775
2019,11,0,51,2.0875
2019,11,0,52,1.825
2019,11,0,53,1.44
2019,11,1,44,0.6
2019,11,1,45,0.7
2019,11,1,46,1.3
2019,11,1,47,3.05
2019,11,1,48,5.0
2019,11,1,49,3.0
2019,11,1,50,4.2
2019,11,1,51,1.12625
2019,11,1,52,1.86
2019,11,2,44,0.85
2019,11,2,46,3.0
2019,11,2,47,2.35
2019,11,2,48,6.0
2019,11,2,49,2.0
2019,11,2,50,3.6775
2019,11,2,51,3.6
2019,11,3,44,1.9
2019,11,3,45,2.35
2019,11,3,46,1.25
2019,11,3,47,2.0
2019,11,3,48,2.0
2019,11,3,49,2.0
2019,11,3,50,4.1674999999999995
2019,11,3,51,4.35
2019,11,4,43,23.1
2019,11,4,45,1.9000000000000001
2019,11,4,46,2.0
2019,11,4,47,2.0
2019,11,4,48,2.0
2019,11,4,49,2.19
2019,11,4,50,2.05
2019,11,4,51,1.65
2019,11,5,43,24.3
2019,11,5,45,23.5
2019,11,5,47,5.5
2019,11,5,48,1.75
2019,11,5,49,0.9725
2019,11,5,50,1.3875000000000002
2019,11,5,51,2.3
2019,11,6,43,113.0
2019,11,6,46,2.05
2019,11,6,47,1.6
2019,11,6,48,4.949999999999999
2019,11,6,49,2.05
2019,11,6,50,0.28
2019,11,6,51,8.5
2019,11,7,47,6.2
2019,11,7,48,2.85
2019,11,7,49,2.45
2019,11,7,51,6.0
2019,11,8,44,1.09
2019,11,8,47,2.0
2019,11,8,48,5.4
2019,11,8,49,2.0
2019,11,8,50,2.2
2019,11,8,51,12.0
2019,11,8,53,0.9
2019,11,9,47,1.19
2019,11,9,48,1.5
2019,11,9,49,1.6675
2019,11,9,50,0.25
2019,11,10,43,0.75
2019,11,10,47,0.45249999999999996
2019,11,10,48,1.25
2019,11,10,49,0.945
2019,11,11,45,1.81
2019,11,11,46,0.5
2019,11,11,47,0.40249999999999997
2019,11,11,48,0.55
2019,11,11,49,1.325
2019,11,11,50,1.6
2019,11,12,42,0.30000000000000004
2019,11,12,43,0.5
2019,11,12,44,1.955
2019,11,12,45,8.7
2019,11,12,47,0.42500000000000004
2019,11,12,48,1.885
2019,11,12,49,0.39
2019,11,12,50,0.51
2019,11,13,45,0.2
2019,11,13,47,0.2
2019,11,15,40,0.23
2019,11,16,40,0.56
2019,11,91,42,5.5
2019,11,116,-32,120.0
2019,11,121,31,1.68
2019,11,130,-13,230.0
2019,11,132,-15,185.0
2019,11,145,-39,595.0
2019,11,146,-37,434.5
2019,11,146,-20,377.5
2019,11,147,-39,2590.0
2019,11,150,-34,110.0
2019,11,151,-33,1065.0
2019,11,151,-24,0.0002
2019,11,152,-28,0.0003
2019,11,152,-26,0.0004
2019,11,152,-25,0.0003
2019,11,153,-28,0.0002
2019,12,-83,43,6.3999999999999995
2019,12,-80,35,8.2487861805
2019,12,-80,36,6.051882475999999
2019,12,-79,34,11.0
2019,12,-5,48,3.35
2019,12,-5,51,0.265
2019,12,-5,52,0.12
2019,12,-5,53,0.3175
2019,12,-4,48,0.9
2019,12,-4,51,2.0825
2019,12,-4,52,0.18
2019,12,-4,53,0.46499999999999997
2019,12,-4,54,0.315
2019,12,-3,47,1.0
2019,12,-3,48,8.0
2019,12,-3,51,0.24
2019,12,-3,53,1.625
2019,12,-2,46,4.35
2019,12,-2,47,1.4
2019,12,-2,48,3.6
2019,12,-2,49,1.1
2019,12,-2,51,4.78
2019,12,-2,52,0.495
2019,12,-2,53,1.18
2019,12,-2,54,0.425
2019,12,-1,46,2.2
2019,12,-1,47,3.7
2019,12,-1,48,1.9000000000000001
2019,12,-1,49,2.0
2019,12,-1,50,0.878
2019,12,-1,51,7.345
2019,12,-1,52,1.57
2019,12,-1,53,2.38
2019,12,0,5,0.6
2019,12,0,6,1.3
2019,12,0,44,0.6
2019,12,0,45,1.4
2019,12,0,46,1.3
2019,12,0,47,1.4
2019,12,0,48,2.1
2019,12,0,49,4.1
2019,12,0,50,0.318
2019,12,0,51,1.95
2019,12,0,52,1.97
2019,12,0,53,1.275
2019,12,1,44,0.6
2019,12,1,45,0.5
2019,12,1,46,0.8
2019,12,1,47,2.05
2019,12,1,49,2.3
2019,12,1,50,1.4
2019,12,1,51,1.127
2019,12,1,52,1.53
2019,12,2,46,1.7
2019,12,2,47,1.6
2019,12,2,48,3.3
2019,12,2,49,2.0
2019,12,2,50,2.9349999999999996
2019,12,3,44,1.1
2019,12,3,46,1.0
2019,12,3,47,1.0
2019,12,3,48,2.0
2019,12,3,49,1.5
2019,12,3,50,3.5025
2019,12,3,51,4.0200000000000005
2019,12,4,45,1.8
2019,12,4,46,1.3
2019,12,4,48,2.0
2019,12,4,49,3.0
2019,12,4,50,0.9199999999999999
2019,12,4,51,3.5
2019,12,5,43,23.700000000000003
2019,12,5,45,22.5
2019,12,5,47,1.0
2019,12,5,48,2.0
2019,12,5,49,0.755
2019,12,5,50,0.95
2019,12,6,47,1.2
2019,12,6,48,5.4
2019,12,6,50,0.24
2019,12,6,51,5.0
2019,12,7,47,11.0
2019,12,7,48,3.2
2019,12,7,49,7.2
2019,12,7,51,5.0
2019,12,8,47,1.0
2019,12,8,49,2.0
2019,12,8,50,2.6
2019,12,8,51,6.0
2019,12,8,53,1.0
2019,12,9,48,1.5
2019,12,9,49,1.0
2019,12,10,43,0.8500000000000001
2019,12,10,45,6.9875
2019,12,11,42,0.9
2019,12,11,43,0.6
2019,12,11,45,11.075
2019,12,11,46,1.15
2019,12,12,42,0.3
2019,12,12,43,0.5
2019,12,12,44,1.67
2019,12,12,45,0.96
2019,12,12,48,2.175
2019,12,13,40,2.9
2019,12,13,41,0.4
2019,12,14,40,0.9
2019,12,14,41,3.2
2019,12,117,36,1.685
2019,12,117,37,7.77
2019,12,118,36,13.05
2019,12,118,37,11.8
2019,12,119,37,3.73
2019,12,130,-13,30.0
2019,12,147,-39,130.0
2019,12,147,-36,80.0
2019,12,150,-35,810.0
2019,12,151,-28,15500.0
2019,12,152,-26,2.9
2020,1,-80,35,11.13288488
2020,1,-80,36,8.64021185
2020,1,-79,34,12.2
2020,1,-5,48,0.9
2020,1,-5,50,0.04
2020,1,-5,51,0.41500000000000004
2020,1,-5,52,0.16
2020,1,-5,53,0.45499999999999996
2020,1,-4,47,0.3
2020,1,-4,48,0.6
2020,1,-4,51,1.685
2020,1,-4,52,0.13
2020,1,-4,53,0.16
2020,1,-4,54,1.02125
2020,1,-3,47,1.1
2020,1,-3,48,0.6
2020,1,-3,51,4.5
2020,1,-3,53,1.775
2020,1,-3,54,0.65
2020,1,-2,46,1.65
2020,1,-2,47,2.9
2020,1,-2,48,1.7
2020,1,-2,49,1.4500000000000002
2020,1,-2,50,1.4
2020,1,-2,51,3.415
2020,1,-2,52,0.755
2020,1,-2,53,4.154999999999999
2020,1,-2,54,0.98
2020,1,-1,44,110.0
2020,1,-1,46,1.2
2020,1,-1,47,1.7
2020,1,-1,48,1.15
